lat,lon,Year,Month,precipf
42.25,-72.25,2010,7,4.019502294627473e-05
42.25,-72.25,2010,8,3.6562974167195004e-05
42.25,-72.25,2010,9,5.87820486582342e-05
42.25,-71.75,2006,5,5.488842083789883e-05
42.25,-71.75,2006,6,0.0001031530438202329
42.25,-71.75,2006,7,4.3527000500837915e-05
42.25,-71.75,2006,8,3.930495640339183e-05
42.25,-71.75,2006,9,2.818188768477133e-05
42.25,-71.75,2007,5,4.018520872024979e-05
42.25,-71.75,2007,6,3.5084378040887526e-05
42.25,-71.75,2007,7,5.663224900518476e-05
42.25,-71.75,2007,8,1.4403225095300573e-05
42.25,-71.75,2007,9,2.952932703668883e-05
42.25,-71.75,2008,5,1.2441904554828127e-05
42.25,-71.75,2008,6,4.6508550691134094e-05
42.25,-71.75,2008,7,6.810951367170094e-05
42.25,-71.75,2008,8,4.729741558554981e-05
42.25,-71.75,2008,9,8.145871510247862e-05
42.25,-71.75,2009,5,4.603570952675975e-05
42.25,-71.75,2009,6,6.231329981147838e-05
42.25,-71.75,2009,7,8.444277918787549e-05
42.25,-71.75,2009,8,3.812884661823179e-05
42.25,-71.75,2009,9,1.8958764686310045e-05
42.25,-71.75,2010,5,3.072949540476443e-05
42.25,-71.75,2010,6,4.5405653095062734e-05
42.25,-71.75,2010,7,3.988804546558036e-05
42.25,-71.75,2010,8,3.3069677265226693e-05
42.25,-71.75,2010,9,6.74150231414763e-05
42.25,-71.25,2006,5,4.982670603455532e-05
42.25,-71.25,2006,6,0.00010143042649962316
42.25,-71.25,2006,7,4.195822778056467e-05
42.25,-71.25,2006,8,3.237303192472224e-05
42.25,-71.25,2006,9,2.314784046338521e-05
42.25,-71.25,2007,5,3.8861136757181994e-05
42.25,-71.25,2007,6,3.0380977003593066e-05
42.25,-71.25,2007,7,5.989503217662673e-05
42.25,-71.25,2007,8,1.0694954011206215e-05
42.25,-71.25,2007,9,2.7713840895178996e-05
42.25,-71.25,2008,5,1.7685348706759066e-05
42.25,-71.25,2008,6,4.942528206714295e-05
42.25,-71.25,2008,7,6.56109621198381e-05
42.25,-71.25,2008,8,4.621018088551495e-05
42.25,-71.25,2008,9,8.398548829284767e-05
42.25,-71.25,2009,5,3.790555883558828e-05
42.25,-71.25,2009,6,5.4649160671734386e-05
42.25,-71.25,2009,7,8.413587618949145e-05
42.25,-71.25,2009,8,3.301602487410139e-05
42.25,-71.25,2009,9,2.2992726357079264e-05
42.25,-71.25,2010,5,2.7341088190446605e-05
42.25,-71.25,2010,6,4.3477756781635836e-05
42.25,-71.25,2010,7,3.5290108894831645e-05
42.25,-71.25,2010,8,2.608335492582719e-05
42.25,-71.25,2010,9,6.888450244891265e-05
42.25,-70.75,2006,5,4.781480102488169e-05
42.25,-70.75,2006,6,9.124477968261621e-05
42.25,-70.75,2006,7,4.059624276690542e-05
42.25,-70.75,2006,8,2.9619947669300105e-05
42.25,-70.75,2006,9,2.222470107682284e-05
42.25,-70.75,2007,5,3.837063365192388e-05
42.25,-70.75,2007,6,2.7863996514080706e-05
42.25,-70.75,2007,7,5.362165734918416e-05
42.25,-70.75,2007,8,1.3860510127796583e-05
42.25,-70.75,2007,9,2.9007755828539908e-05
42.25,-70.75,2008,5,2.9705481416209707e-05
42.25,-70.75,2008,6,3.674033923175557e-05
42.25,-70.75,2008,7,7.124105742799392e-05
42.25,-70.75,2008,8,4.3249265266421864e-05
42.25,-70.75,2008,9,7.707931948158867e-05
42.25,-70.75,2009,5,3.798177936362795e-05
42.25,-70.75,2009,6,5.081416726018991e-05
42.25,-70.75,2009,7,6.892917466236594e-05
42.25,-70.75,2009,8,3.635284571558831e-05
42.25,-70.75,2009,9,2.4572796984183992e-05
42.25,-70.75,2010,5,2.5577989501012234e-05
42.25,-70.75,2010,6,3.852865293068515e-05
42.25,-70.75,2010,7,3.389943115798418e-05
42.25,-70.75,2010,8,2.6649655826256435e-05
42.25,-70.75,2010,9,6.292638754155297e-05
42.75,-99.75,2006,5,1.4803234799570976e-05
42.75,-99.75,2006,6,2.605403125824542e-05
42.75,-99.75,2006,7,1.2742853535030463e-05
42.75,-99.75,2006,8,3.492597973383276e-05
42.75,-99.75,2006,9,2.9691755787612332e-05
42.75,-99.75,2007,5,6.627211020327286e-05
42.75,-99.75,2007,6,3.999633202183735e-05
42.75,-99.75,2007,7,1.13823276413072e-05
42.75,-99.75,2007,8,1.4416096122125563e-05
42.75,-99.75,2007,9,1.4968749816664702e-05
42.75,-99.75,2008,5,4.672247620280383e-05
42.75,-99.75,2008,6,3.501410040372595e-05
42.75,-99.75,2008,7,2.5830013496813864e-05
42.75,-99.75,2008,8,2.9850184619333883e-05
42.75,-99.75,2008,9,2.5260634062046715e-05
42.75,-99.75,2009,5,2.489669832445567e-05
42.75,-99.75,2009,6,3.6715157400083835e-05
42.75,-99.75,2009,7,3.6888185658400996e-05
42.75,-99.75,2009,8,1.98621583123323e-05
42.75,-99.75,2009,9,2.3970803091167768e-05
42.75,-99.75,2010,5,3.0430239777694202e-05
42.75,-99.75,2010,6,4.831019846289128e-05
42.75,-99.75,2010,7,3.368785611905847e-05
42.75,-99.75,2010,8,2.2087941171384934e-05
42.75,-99.75,2010,9,3.78299312284296e-05
42.75,-99.25,2006,5,1.5106382715287275e-05
42.75,-99.25,2006,6,2.967693477605356e-05
42.75,-99.25,2006,7,1.226322443827602e-05
42.75,-99.25,2006,8,3.667525665791928e-05
42.75,-99.25,2006,9,3.4273114827125065e-05
42.75,-99.25,2007,5,7.463382352175395e-05
42.75,-99.25,2007,6,4.7631844044696926e-05
42.75,-99.25,2007,7,9.903936619861593e-06
42.75,-99.25,2007,8,1.19313348008689e-05
42.75,-99.25,2007,9,1.6816252109682258e-05
42.75,-99.25,2008,5,4.2788891973077537e-05
42.75,-99.25,2008,6,3.7544871097298466e-05
42.75,-99.25,2008,7,2.4851100757443177e-05
42.75,-99.25,2008,8,3.06472590866997e-05
42.75,-99.25,2008,9,3.095352080405081e-05
42.75,-99.25,2009,5,2.7718208880259915e-05
42.75,-99.25,2009,6,4.0151358357161845e-05
42.75,-99.25,2009,7,3.7454467478689654e-05
42.75,-99.25,2009,8,1.9248896270982547e-05
42.75,-99.25,2009,9,2.6878737623343972e-05
42.75,-99.25,2010,5,3.265334435381325e-05
42.75,-99.25,2010,6,4.869915861834678e-05
42.75,-99.25,2010,7,3.632283513551029e-05
42.75,-99.25,2010,8,2.438327462913576e-05
42.75,-99.25,2010,9,4.429535725327353e-05
42.75,-98.75,2006,5,1.3502958530520551e-05
42.75,-98.75,2006,6,3.5459170215072316e-05
42.75,-98.75,2006,7,7.4913220089456445e-06
42.75,-98.75,2006,8,3.966618542903685e-05
42.75,-98.75,2006,9,3.6404343861858494e-05
42.75,-98.75,2007,5,7.297215135157017e-05
42.75,-98.75,2007,6,4.988540754518785e-05
42.75,-98.75,2007,7,1.0009476443680995e-05
42.75,-98.75,2007,8,1.3254685297981623e-05
42.75,-98.75,2007,9,1.8354788418317724e-05
42.75,-98.75,2008,5,4.190045065892568e-05
42.75,-98.75,2008,6,3.803320923617311e-05
42.75,-98.75,2008,7,2.619842168415412e-05
42.75,-98.75,2008,8,2.9233478831006132e-05
42.75,-98.75,2008,9,3.339131317735509e-05
42.75,-98.75,2009,5,2.396492544401172e-05
42.75,-98.75,2009,6,4.443221078667866e-05
42.75,-98.75,2009,7,3.828844889285401e-05
42.75,-98.75,2009,8,1.9588506407010007e-05
42.75,-98.75,2009,9,3.1885200297082174e-05
42.75,-98.75,2010,5,2.997033895045453e-05
42.75,-98.75,2010,6,5.0839057298459474e-05
42.75,-98.75,2010,7,4.116053716217142e-05
42.75,-98.75,2010,8,2.88458257858247e-05
42.75,-98.75,2010,9,4.977289882297595e-05
42.75,-98.25,2006,5,1.2158735304371618e-05
42.75,-98.25,2006,6,3.397335222636855e-05
42.75,-98.25,2006,7,5.9224001381883154e-06
42.75,-98.25,2006,8,4.5131491066194204e-05
42.75,-98.25,2006,9,3.726584475369776e-05
42.75,-98.25,2007,5,6.473172221687478e-05
42.75,-98.25,2007,6,4.7302626217297454e-05
42.75,-98.25,2007,7,1.0469192848323737e-05
42.75,-98.25,2007,8,1.5049621861807523e-05
42.75,-98.25,2007,9,1.9352745481585978e-05
42.75,-98.25,2008,5,3.8420462423226536e-05
42.75,-98.25,2008,6,3.751972828573239e-05
42.75,-98.25,2008,7,2.849717952784429e-05
42.75,-98.25,2008,8,2.9358859008508753e-05
42.75,-98.25,2008,9,3.308561117978161e-05
42.75,-98.25,2009,5,2.0183970475830306e-05
42.75,-98.25,2009,6,4.478955637689334e-05
42.75,-98.25,2009,7,3.94719464394704e-05
42.75,-98.25,2009,8,2.1333891380535414e-05
42.75,-98.25,2009,9,3.379831134142919e-05
42.75,-98.25,2010,5,2.2497306068216322e-05
42.75,-98.25,2010,6,5.590976491719734e-05
42.75,-98.25,2010,7,4.138807329287077e-05
42.75,-98.25,2010,8,2.8402417414220972e-05
42.75,-98.25,2010,9,4.780208159178527e-05
42.75,-97.75,2006,5,1.141852743615349e-05
42.75,-97.75,2006,6,3.2873417245878515e-05
42.75,-97.75,2006,7,4.334245424900935e-06
42.75,-97.75,2006,8,5.100789256711059e-05
42.75,-97.75,2006,9,3.943396622065147e-05
42.75,-97.75,2007,5,5.899974584461769e-05
42.75,-97.75,2007,6,4.544836243904153e-05
42.75,-97.75,2007,7,1.093635774044203e-05
42.75,-97.75,2007,8,1.6915854840828017e-05
42.75,-97.75,2007,9,2.1037136358970087e-05
42.75,-97.75,2008,5,3.719171433167897e-05
42.75,-97.75,2008,6,3.751916766579673e-05
42.75,-97.75,2008,7,3.079937573166871e-05
42.75,-97.75,2008,8,2.9215936208297936e-05
42.75,-97.75,2008,9,3.3937773204224805e-05
42.75,-97.75,2009,5,1.751295757874837e-05
42.75,-97.75,2009,6,4.7186844357582915e-05
42.75,-97.75,2009,7,4.052854808149263e-05
42.75,-97.75,2009,8,2.312124108161037e-05
42.75,-97.75,2009,9,3.694431550084152e-05
42.75,-97.75,2010,5,2.7660920768927307e-05
42.75,-97.75,2010,6,5.149561493066653e-05
42.75,-97.75,2010,7,3.936921216556218e-05
42.75,-97.75,2010,8,3.141527052102653e-05
42.75,-97.75,2010,9,4.760937273867681e-05
42.75,-97.25,2006,5,1.0367134387573128e-05
42.75,-97.25,2006,6,2.5669227214327368e-05
42.75,-97.25,2006,7,4.060566375585495e-06
42.75,-97.25,2006,8,6.0326121488315255e-05
42.75,-97.25,2006,9,4.447315463558254e-05
42.75,-97.25,2007,5,5.561657885739956e-05
42.75,-97.25,2007,6,4.4809202436664936e-05
42.75,-97.25,2007,7,1.1822380427718044e-05
42.75,-97.25,2007,8,2.0736408167007056e-05
42.75,-97.25,2007,9,2.3681881497061853e-05
42.75,-97.25,2008,5,3.509535364199315e-05
42.75,-97.25,2008,6,3.785453196811043e-05
42.75,-97.25,2008,7,3.2804596407281166e-05
42.75,-97.25,2008,8,3.040055257006216e-05
42.75,-97.25,2008,9,3.6494316487587866e-05
42.75,-97.25,2009,5,1.4896317695514067e-05
42.75,-97.25,2009,6,5.028635916589271e-05
42.75,-97.25,2009,7,4.0614417036449923e-05
42.75,-97.25,2009,8,2.5568838803414727e-05
42.75,-97.25,2009,9,3.8433085379257297e-05
42.75,-97.25,2010,5,3.113140029374673e-05
42.75,-97.25,2010,6,5.032502459935163e-05
42.75,-97.25,2010,7,3.871326642895493e-05
42.75,-97.25,2010,8,3.767163065701058e-05
42.75,-97.25,2010,9,5.4337864960214e-05
42.75,-96.75,2006,5,8.697988784620652e-06
42.75,-96.75,2006,6,2.730731435457064e-05
42.75,-96.75,2006,7,5.446799877881125e-06
42.75,-96.75,2006,8,6.29634754869904e-05
42.75,-96.75,2006,9,5.044327482851922e-05
42.75,-96.75,2007,5,4.5031889396257396e-05
42.75,-96.75,2007,6,3.8973048130467684e-05
42.75,-96.75,2007,7,1.5750448220130225e-05
42.75,-96.75,2007,8,2.6422204104648017e-05
42.75,-96.75,2007,9,3.0931376884820355e-05
42.75,-96.75,2008,5,3.6718893634045e-05
42.75,-96.75,2008,6,3.956327781979851e-05
42.75,-96.75,2008,7,3.478658079796877e-05
42.75,-96.75,2008,8,3.236044842400277e-05
42.75,-96.75,2008,9,3.643679146753907e-05
42.75,-96.75,2009,5,1.1578764545469489e-05
42.75,-96.75,2009,6,4.9561470739808064e-05
42.75,-96.75,2009,7,4.151423005801979e-05
42.75,-96.75,2009,8,3.095266919148703e-05
42.75,-96.75,2009,9,4.024852973249128e-05
42.75,-96.75,2010,5,2.9594465359951574e-05
42.75,-96.75,2010,6,5.4985206563506625e-05
42.75,-96.75,2010,7,4.236841630787718e-05
42.75,-96.75,2010,8,4.0454110300708335e-05
42.75,-96.75,2010,9,5.699904731688513e-05
42.75,-96.25,2006,5,8.94429244601541e-06
42.75,-96.25,2006,6,3.1000251515441356e-05
42.75,-96.25,2006,7,6.909593066423316e-06
42.75,-96.25,2006,8,7.114522712275436e-05
42.75,-96.25,2006,9,5.4678322094877294e-05
42.75,-96.25,2007,5,3.80739049467757e-05
42.75,-96.25,2007,6,3.586957331105367e-05
42.75,-96.25,2007,7,2.0513117685246634e-05
42.75,-96.25,2007,8,3.559748347218176e-05
42.75,-96.25,2007,9,3.799588752328257e-05
42.75,-96.25,2008,5,3.8466830014455455e-05
42.75,-96.25,2008,6,4.1972836107155113e-05
42.75,-96.25,2008,7,3.715702496402818e-05
42.75,-96.25,2008,8,3.6291752451066185e-05
42.75,-96.25,2008,9,3.5875088722173154e-05
42.75,-96.25,2009,5,1.0014692721671189e-05
42.75,-96.25,2009,6,5.168533600142429e-05
42.75,-96.25,2009,7,4.329472032988373e-05
42.75,-96.25,2009,8,3.9730873574228553e-05
42.75,-96.25,2009,9,4.065140042282256e-05
42.75,-96.25,2010,5,2.711022070604841e-05
42.75,-96.25,2010,6,6.636646215593666e-05
42.75,-96.25,2010,7,5.1013405806496785e-05
42.75,-96.25,2010,8,4.4850366539735344e-05
42.75,-96.25,2010,9,4.90818802772215e-05
42.75,-95.75,2006,5,9.380873479591217e-06
42.75,-95.75,2006,6,3.2745498971801606e-05
42.75,-95.75,2006,7,6.763590619817522e-06
42.75,-95.75,2006,8,7.786185605985727e-05
42.75,-95.75,2006,9,5.4996160782986676e-05
42.75,-95.75,2007,5,3.704590840314381e-05
42.75,-95.75,2007,6,3.194249574507424e-05
42.75,-95.75,2007,7,2.3916887700938018e-05
42.75,-95.75,2007,8,4.281680488709354e-05
42.75,-95.75,2007,9,4.454764198733585e-05
42.75,-95.75,2008,5,3.981668963374872e-05
42.75,-95.75,2008,6,3.855288090290898e-05
42.75,-95.75,2008,7,3.8065925412781564e-05
42.75,-95.75,2008,8,3.598234090713925e-05
42.75,-95.75,2008,9,3.515168804742129e-05
42.75,-95.75,2009,5,9.03342044544786e-06
42.75,-95.75,2009,6,5.125254444463915e-05
42.75,-95.75,2009,7,4.507824908350061e-05
42.75,-95.75,2009,8,4.647328623264002e-05
42.75,-95.75,2009,9,3.9407249489201045e-05
42.75,-95.75,2010,5,3.18596770403192e-05
42.75,-95.75,2010,6,6.29335143177423e-05
42.75,-95.75,2010,7,5.153538645287235e-05
42.75,-95.75,2010,8,4.853834300225324e-05
42.75,-95.75,2010,9,5.987132965837299e-05
42.75,-95.25,2006,5,1.0030634380818068e-05
42.75,-95.25,2006,6,3.296203560343436e-05
42.75,-95.25,2006,7,7.426621285285208e-06
42.75,-95.25,2006,8,8.029020125812923e-05
42.75,-95.25,2006,9,5.1267218627870645e-05
42.75,-95.25,2007,5,3.378451670243976e-05
42.75,-95.25,2007,6,2.8669605677222876e-05
42.75,-95.25,2007,7,2.6228590718736476e-05
42.75,-95.25,2007,8,4.764907947032366e-05
42.75,-95.25,2007,9,4.718101599460548e-05
42.75,-95.25,2008,5,3.8238286111169284e-05
42.75,-95.25,2008,6,3.697531472293865e-05
42.75,-95.25,2008,7,3.930644825831816e-05
42.75,-95.25,2008,8,3.2762925211609856e-05
42.75,-95.25,2008,9,3.265905849263312e-05
42.75,-95.25,2009,5,8.318863728282434e-06
42.75,-95.25,2009,6,4.837336793854045e-05
42.75,-95.25,2009,7,4.5547373809720356e-05
42.75,-95.25,2009,8,5.102082602964093e-05
42.75,-95.25,2009,9,3.595588931255486e-05
42.75,-95.25,2010,5,3.164341505372078e-05
42.75,-95.25,2010,6,6.64098988414513e-05
42.75,-95.25,2010,7,5.450815007059969e-05
42.75,-95.25,2010,8,5.558233187265506e-05
42.75,-95.25,2010,9,6.04585981463554e-05
42.75,-94.75,2006,5,1.1189871631583376e-05
42.75,-94.75,2006,6,3.0386887221537744e-05
42.75,-94.75,2006,7,1.3054590660090529e-05
42.75,-94.75,2006,8,7.314997453255317e-05
42.75,-94.75,2006,9,4.666224919773754e-05
42.75,-94.75,2007,5,3.2666854871397875e-05
42.75,-94.75,2007,6,2.937176059812548e-05
42.75,-94.75,2007,7,2.806848528197885e-05
42.75,-94.75,2007,8,5.136585260091137e-05
42.75,-94.75,2007,9,4.7232526899184295e-05
42.75,-94.75,2008,5,3.6151217617657266e-05
42.75,-94.75,2008,6,4.8887556264028595e-05
42.75,-94.75,2008,7,4.1885918684849984e-05
42.75,-94.75,2008,8,3.0076034307563695e-05
42.75,-94.75,2008,9,3.138655072977443e-05
42.75,-94.75,2009,5,1.1382140244571079e-05
42.75,-94.75,2009,6,4.450562949163128e-05
42.75,-94.75,2009,7,4.0552259737672384e-05
42.75,-94.75,2009,8,5.0119025941846245e-05
42.75,-94.75,2009,9,2.8431150750605808e-05
42.75,-94.75,2010,5,3.390726203543594e-05
42.75,-94.75,2010,6,6.701984714988444e-05
42.75,-94.75,2010,7,5.386604309653952e-05
42.75,-94.75,2010,8,5.4466717334005025e-05
42.75,-94.75,2010,9,5.345300954968656e-05
42.75,-94.25,2006,5,1.2383444380234443e-05
42.75,-94.25,2006,6,2.760173162865698e-05
42.75,-94.25,2006,7,1.9481010713344595e-05
42.75,-94.25,2006,8,6.85869127331162e-05
42.75,-94.25,2006,9,4.195613519086076e-05
42.75,-94.25,2007,5,3.569841834061641e-05
42.75,-94.25,2007,6,2.7067900064992044e-05
42.75,-94.25,2007,7,3.0193019792675606e-05
42.75,-94.25,2007,8,6.10672494530485e-05
42.75,-94.25,2007,9,4.808339687715583e-05
42.75,-94.25,2008,5,3.4704456871470857e-05
42.75,-94.25,2008,6,5.945733623355191e-05
42.75,-94.25,2008,7,4.799550687373255e-05
42.75,-94.25,2008,8,2.8398931938352472e-05
42.75,-94.25,2008,9,3.0103151161541227e-05
42.75,-94.25,2009,5,1.4731166304026907e-05
42.75,-94.25,2009,6,4.161056204150526e-05
42.75,-94.25,2009,7,3.570588250094565e-05
42.75,-94.25,2009,8,5.105478136945679e-05
42.75,-94.25,2009,9,2.094519558055325e-05
42.75,-94.25,2010,5,3.651680248881889e-05
42.75,-94.25,2010,6,6.419679779510763e-05
42.75,-94.25,2010,7,6.620136830659797e-05
42.75,-94.25,2010,8,5.278708504519192e-05
42.75,-94.25,2010,9,5.140982435988666e-05
42.75,-93.75,2006,5,1.3558547428893867e-05
42.75,-93.75,2006,6,2.683691806394014e-05
42.75,-93.75,2006,7,2.5270734151913274e-05
42.75,-93.75,2006,8,6.528333278507927e-05
42.75,-93.75,2006,9,3.664114893465372e-05
42.75,-93.75,2007,5,3.670136328766617e-05
42.75,-93.75,2007,6,2.7355441112438448e-05
42.75,-93.75,2007,7,3.118389641420366e-05
42.75,-93.75,2007,8,7.343840688737061e-05
42.75,-93.75,2007,9,4.802173654780972e-05
42.75,-93.75,2008,5,3.2631600822198254e-05
42.75,-93.75,2008,6,7.376021927033942e-05
42.75,-93.75,2008,7,5.131484167006283e-05
42.75,-93.75,2008,8,2.7209258765800715e-05
42.75,-93.75,2008,9,2.850863003990382e-05
42.75,-93.75,2009,5,1.8628961690581036e-05
42.75,-93.75,2009,6,3.9750324504902086e-05
42.75,-93.75,2009,7,2.898936844737195e-05
42.75,-93.75,2009,8,5.2518098328588606e-05
42.75,-93.75,2009,9,1.3267170077967879e-05
42.75,-93.75,2010,5,3.9574085970014254e-05
42.75,-93.75,2010,6,6.273057572114814e-05
42.75,-93.75,2010,7,6.68689940776716e-05
42.75,-93.75,2010,8,5.3944283595339185e-05
42.75,-93.75,2010,9,5.6669564851687114e-05
42.75,-93.25,2006,5,1.6310348576602734e-05
42.75,-93.25,2006,6,2.45967031980913e-05
42.75,-93.25,2006,7,3.0434648324912006e-05
42.75,-93.25,2006,8,6.163937455245937e-05
42.75,-93.25,2006,9,3.583666824843827e-05
42.75,-93.25,2007,5,3.8575161780951905e-05
42.75,-93.25,2007,6,2.7206210729010156e-05
42.75,-93.25,2007,7,3.0495384887530008e-05
42.75,-93.25,2007,8,7.953025167369234e-05
42.75,-93.25,2007,9,4.570839528999689e-05
42.75,-93.25,2008,5,3.186331029333877e-05
42.75,-93.25,2008,6,7.856846021701003e-05
42.75,-93.25,2008,7,5.151354775339227e-05
42.75,-93.25,2008,8,2.6283603344897886e-05
42.75,-93.25,2008,9,2.893696886110426e-05
42.75,-93.25,2009,5,2.207064342468219e-05
42.75,-93.25,2009,6,4.167450968856438e-05
42.75,-93.25,2009,7,2.4539418787403447e-05
42.75,-93.25,2009,8,5.131325870802898e-05
42.75,-93.25,2009,9,1.0831877813279507e-05
42.75,-93.25,2010,5,4.0840423721919546e-05
42.75,-93.25,2010,6,6.11459552001622e-05
42.75,-93.25,2010,7,6.949822211576915e-05
42.75,-93.25,2010,8,5.2400172522095005e-05
42.75,-93.25,2010,9,5.52332973453006e-05
42.75,-92.75,2006,5,2.2420505457188348e-05
42.75,-92.75,2006,6,2.442101489075199e-05
42.75,-92.75,2006,7,3.2833756023135706e-05
42.75,-92.75,2006,8,5.95250737460552e-05
42.75,-92.75,2006,9,3.901205195351309e-05
42.75,-92.75,2007,5,4.0560951607921014e-05
42.75,-92.75,2007,6,2.740842518550816e-05
42.75,-92.75,2007,7,3.041004885406459e-05
42.75,-92.75,2007,8,7.82282345341404e-05
42.75,-92.75,2007,9,4.66469687989246e-05
42.75,-92.75,2008,5,3.368376843616536e-05
42.75,-92.75,2008,6,8.284159347657175e-05
42.75,-92.75,2008,7,5.344758961697032e-05
42.75,-92.75,2008,8,2.3426785605746284e-05
42.75,-92.75,2008,9,3.097168733871656e-05
42.75,-92.75,2009,5,2.644043011511232e-05
42.75,-92.75,2009,6,4.204139255522913e-05
42.75,-92.75,2009,7,2.4498301778652284e-05
42.75,-92.75,2009,8,4.723183996463969e-05
42.75,-92.75,2009,9,1.7305666128872878e-05
42.75,-92.75,2010,5,4.2696548377980346e-05
42.75,-92.75,2010,6,6.332610448682366e-05
42.75,-92.75,2010,7,6.635670196455453e-05
42.75,-92.75,2010,8,5.259727423607403e-05
42.75,-92.75,2010,9,5.75252901984224e-05
42.75,-92.25,2006,5,2.6910044554061217e-05
42.75,-92.25,2006,6,2.3600435768382036e-05
42.75,-92.25,2006,7,3.722108867056856e-05
42.75,-92.25,2006,8,6.160346942361077e-05
42.75,-92.25,2006,9,3.946126570758916e-05
42.75,-92.25,2007,5,3.5096963278746784e-05
42.75,-92.25,2007,6,3.3479436469955694e-05
42.75,-92.25,2007,7,3.166965196559919e-05
42.75,-92.25,2007,8,8.245561710556478e-05
42.75,-92.25,2007,9,4.390333104614304e-05
42.75,-92.25,2008,5,3.323488219461153e-05
42.75,-92.25,2008,6,8.433047607727672e-05
42.75,-92.25,2008,7,5.7338542806092153e-05
42.75,-92.25,2008,8,2.3241447005503857e-05
42.75,-92.25,2008,9,3.054021478414622e-05
42.75,-92.25,2009,5,2.898861363564628e-05
42.75,-92.25,2009,6,4.0235305049011554e-05
42.75,-92.25,2009,7,2.5073655714243664e-05
42.75,-92.25,2009,8,4.6396424274465544e-05
42.75,-92.25,2009,9,2.3022159278392417e-05
42.75,-92.25,2010,5,4.126686711857126e-05
42.75,-92.25,2010,6,6.033631116755834e-05
42.75,-92.25,2010,7,6.485408401845432e-05
42.75,-92.25,2010,8,5.323017460225401e-05
42.75,-92.25,2010,9,5.668129136689448e-05
42.75,-91.75,2006,5,3.0548693593567305e-05
42.75,-91.75,2006,6,2.328106800838133e-05
42.75,-91.75,2006,7,3.839394768890442e-05
42.75,-91.75,2006,8,6.0041975036055405e-05
42.75,-91.75,2006,9,3.87358094566063e-05
42.75,-91.75,2007,5,3.0897169777361683e-05
42.75,-91.75,2007,6,3.424380461207003e-05
42.75,-91.75,2007,7,3.053098132939582e-05
42.75,-91.75,2007,8,8.009652654149224e-05
42.75,-91.75,2007,9,3.986343909438972e-05
42.75,-91.75,2008,5,3.1663367473876474e-05
42.75,-91.75,2008,6,8.685006310322762e-05
42.75,-91.75,2008,7,5.662758576226034e-05
42.75,-91.75,2008,8,2.1649224599128764e-05
42.75,-91.75,2008,9,2.922327721985735e-05
42.75,-91.75,2009,5,3.0626981047907334e-05
42.75,-91.75,2009,6,4.15077482839384e-05
42.75,-91.75,2009,7,2.444866903995913e-05
42.75,-91.75,2009,8,4.266179346707817e-05
42.75,-91.75,2009,9,2.796103387137349e-05
42.75,-91.75,2010,5,3.8650431780761974e-05
42.75,-91.75,2010,6,5.954512375552327e-05
42.75,-91.75,2010,7,5.7838801536892825e-05
42.75,-91.75,2010,8,5.2271410812277806e-05
42.75,-91.75,2010,9,5.5709292184756795e-05
42.75,-91.25,2006,5,3.4195628572463204e-05
42.75,-91.25,2006,6,2.2240927173555746e-05
42.75,-91.25,2006,7,3.817581870707397e-05
42.75,-91.25,2006,8,5.605974485128e-05
42.75,-91.25,2006,9,4.004703470930811e-05
42.75,-91.25,2007,5,2.230041189399401e-05
42.75,-91.25,2007,6,3.772472765926811e-05
42.75,-91.25,2007,7,2.994969232101279e-05
42.75,-91.25,2007,8,7.827828920818043e-05
42.75,-91.25,2007,9,3.86525451410454e-05
42.75,-91.25,2008,5,2.8663839954035097e-05
42.75,-91.25,2008,6,8.648139542704788e-05
42.75,-91.25,2008,7,5.22176632638914e-05
42.75,-91.25,2008,8,1.9884078991499415e-05
42.75,-91.25,2008,9,2.787300689087562e-05
42.75,-91.25,2009,5,2.980927145393531e-05
42.75,-91.25,2009,6,3.697908950185773e-05
42.75,-91.25,2009,7,2.1954957075866245e-05
42.75,-91.25,2009,8,3.812769685946331e-05
42.75,-91.25,2009,9,3.2503811017547726e-05
42.75,-91.25,2010,5,3.628671296351043e-05
42.75,-91.25,2010,6,5.749218083780696e-05
42.75,-91.25,2010,7,6.445783771636443e-05
42.75,-91.25,2010,8,4.682285608569887e-05
42.75,-91.25,2010,9,5.739016839392819e-05
42.75,-90.75,2006,5,3.655908129101566e-05
42.75,-90.75,2006,6,2.29131579340347e-05
42.75,-90.75,2006,7,4.144564176168697e-05
42.75,-90.75,2006,8,5.6908886249336245e-05
42.75,-90.75,2006,9,4.316291605815555e-05
42.75,-90.75,2007,5,1.8664971881596485e-05
42.75,-90.75,2007,6,4.534433697139425e-05
42.75,-90.75,2007,7,3.059740549592138e-05
42.75,-90.75,2007,8,7.377428928820228e-05
42.75,-90.75,2007,9,3.798944224353562e-05
42.75,-90.75,2008,5,2.7190507972314266e-05
42.75,-90.75,2008,6,9.280087503527786e-05
42.75,-90.75,2008,7,5.451923758627342e-05
42.75,-90.75,2008,8,1.902118551566382e-05
42.75,-90.75,2008,9,2.9285699899237716e-05
42.75,-90.75,2009,5,3.060437468203847e-05
42.75,-90.75,2009,6,3.859570851355206e-05
42.75,-90.75,2009,7,2.2220748998932088e-05
42.75,-90.75,2009,8,3.583939292138527e-05
42.75,-90.75,2009,9,4.06395113223272e-05
42.75,-90.75,2010,5,3.532118654906451e-05
42.75,-90.75,2010,6,5.5523260317608124e-05
